OBJECTID,COMID_NHDv,HUC6,NT_Taxa,GNIS_NAME
45867,14363982,20700,1,Blackhawk Run
14000,8431462,20700,1,
9189,4530919,20700,1,Brooks Run
17105,8550889,20802,1,
12395,6909853,50500,1,Fox Branch
16281,8526669,20802,4,
20963,8713055,30101,1,
13836,8410947,20403,1,
21557,8741109,30102,2,Meadow Branch
29632,9244014,30401,1,
15107,8493610,20801,1,
18511,8628521,30101,1,Mill Branch
17458,8574973,20802,7,
11631,6889708,50500,2,
15715,8521973,20802,1,Dry Run
18268,8626909,30101,3,Maple Branch
20092,8677357,30101,1,
8834,4506696,20700,10,
20272,8678931,30101,2,
29854,9246238,30401,1,
10904,6884038,50500,1,
14384,8459856,20801,1,
19677,8673233,30101,1,
30331,9251156,30401,1,
46428,14640845,60102,1,
11315,6887036,50500,1,
19089,8649238,30101,1,
35122,10461369,30102,2,
17138,8551957,20802,1,
15314,8505452,20801,2,
20474,8693209,30101,1,Stokes Creek
20868,8710807,30101,3,
11634,6889726,50500,1,
18807,8631425,30101,1,
20568,8695517,30101,1,
20531,8695125,30101,3,Turkeyfoot Branch
20256,8678839,30101,2,
14884,8477778,20801,1,
55910,19760960,60101,2,
18314,8627273,30101,2,
19875,8674823,30101,1,Wilson Creek
21777,8744461,30102,1,
29868,9246368,30401,3,
17066,8549765,20802,1,
19074,8648840,30101,1,
19277,8652842,30101,1,Hall Branch
20243,8678721,30101,1,
39810,11583042,30102,2,
21617,8742005,30102,2,
2073,1087703,50702,2,Long Branch
15774,8522343,20802,1,
17690,8610219,20802,5,
19231,8652238,30101,1,
15427,8506492,20801,1,
20361,8679567,30101,1,
59264,22339509,20700,2,
11603,6889494,50500,2,
18501,8628481,30101,2,
20317,8679165,30101,4,
20367,8679593,30101,1,
30022,9248074,30401,1,
14760,8476142,20801,1,Deep Run
17675,8610137,20802,1,
35365,10476041,30102,2,
11445,6888356,50500,1,
15219,8503166,20801,1,
17236,8566947,20802,1,
30031,9248262,30401,1,
10889,6883850,50500,2,
14982,8489674,20801,1,
15428,8506530,20801,1,
18089,8625403,30101,1,
20390,8679757,30101,2,Coffer Creek
46046,14638297,60102,8,
14593,8467271,20801,5,
8966,4508596,20700,1,
15444,8506730,20801,1,
17648,8609103,20802,1,
18786,8631335,30101,1,
2077,1087765,50702,1,
15955,8523343,20802,1,
19228,8652192,30101,1,
21838,8745591,30102,1,
39799,11582886,30102,1,
46515,14641649,60102,2,
17748,8610681,20802,1,
20404,8679847,30101,1,
11176,6886158,50500,5,Brannon Branch
16365,8527001,20802,2,
19217,8652030,30101,1,
20380,8679653,30101,1,
56065,19761852,60101,4,Finley Creek
59364,22340401,20700,1,
16340,8526923,20802,2,
20388,8679747,30101,1,
14298,8449922,20700,1,Dublin Branch
21323,8725049,30102,1,
55781,19753231,60101,3,
8848,4506818,20700,1,
20461,8693059,30101,4,Terrell Branch
30038,9248300,30401,1,Burke Creek
32363,10067393,20802,1,
16388,8527099,20802,1,
16584,8539777,20802,1,
20539,8695203,30101,1,
59106,22336403,20700,1,
15547,8520479,20802,1,
18263,8626887,30101,2,
19636,8672969,30101,1,
20580,8695633,30101,1,
20616,8695991,30101,2,
21719,8743877,30102,1,
30506,9252704,30401,1,
46286,14639911,60102,3,
1981,1086819,50702,3,
20535,8695145,30101,1,
17920,8623699,30101,1,
30312,9251050,30401,1,
17860,8611987,20802,1,
18738,8631097,30101,3,
20190,8678443,30101,1,
12167,6907747,50500,1,Hemlock Branch
15959,8523365,20802,1,
20528,8695109,30101,3,
46129,14639107,60102,1,
9062,4509342,20700,1,
15530,8508172,20801,1,
17145,8552147,20802,1,
17438,8574819,20802,1,Hooper Rock Creek
10864,6883682,50500,1,
15059,8491410,20801,2,
16107,8525005,20802,1,
17278,8568029,20802,1,Burke Creek
8725,4505764,20700,1,
8751,4506002,20700,1,
17001,8549083,20802,4,Skulking Branch
35246,10462099,30102,1,
18748,8631177,30101,2,
35403,10477179,30102,1,
46153,14639271,60102,1,
56123,19762360,60101,2,
16933,8548557,20802,1,
18290,8627071,30101,1,
19036,8648372,30101,3,
12047,6905895,50500,1,
14412,8464743,20801,1,
29856,9246264,30401,1,
32383,10067651,20802,1,
11059,6885382,50500,1,
21310,8724889,30102,4,
14389,8460200,20801,1,
16445,8538779,20802,7,
20277,8678957,30101,3,
20530,8695113,30101,1,
20545,8695295,30101,1,
59277,22339631,20700,2,
20356,8679527,30101,2,
30419,9251652,30401,3,
21434,8725999,30102,1,
21811,8745437,30102,1,
30465,9252344,30401,1,Huffmans Creek
11543,6889108,50500,4,Moore Creek
18942,8647236,30101,1,Purdums Branch
20250,8678783,30101,1,
55945,19761276,60101,2,
20518,8694949,30101,1,
15817,8522557,20802,1,
18077,8625285,30101,1,
18496,8628463,30101,1,
15653,8521425,20802,1,
16393,8527119,20802,4,
17824,8611545,20802,1,
18151,8626049,30101,1,
59177,22338911,20700,1,
14434,8464967,20801,1,
17898,8623467,30101,2,
20873,8711507,30101,1,
55946,19761280,60101,9,
14082,8440461,20700,3,Cold Spring Run
16641,8540107,20802,1,
17534,8606769,20802,2,
18956,8647464,30101,1,
21289,8724641,30102,4,
16733,8545761,20802,3,
15536,8508780,20801,1,
29978,9247672,30401,2,
16366,8527003,20802,2,
18285,8627045,30101,2,
32059,9891464,20801,1,
12128,6907503,50500,1,
16099,8524963,20802,1,
17060,8549665,20802,1,
20916,8712069,30101,2,
11549,6889152,50500,2,Fall Branch
16361,8526985,20802,1,
18051,8625055,30101,1,
29871,9246406,30401,1,
16859,8547337,20802,2,
30523,9252940,30401,4,
46035,14638011,60102,1,
12120,6907461,50500,1,
20222,8678605,30101,1,
20717,8700795,30101,1,
10888,6883848,50500,1,
19660,8673115,30101,4,
19820,8674465,30101,2,
42790,12055932,20403,2,
17688,8610209,20802,3,
18743,8631151,30101,1,
19584,8672525,30101,1,Shelton Branch
17119,8551031,20802,1,
19741,8673923,30101,1,McGuff Creek
29802,9245736,30401,1,
8980,4508748,20700,1,Wancopin Creek
11398,6887920,50500,3,
12393,6909819,50500,2,Middle Fork Kimberling Creek
17284,8568179,20802,1,Able Creek
19027,8648310,30101,1,
20259,8678859,30101,1,
20336,8679379,30101,1,
35749,10482353,30102,1,
15221,8503174,20801,3,
19832,8674545,30101,1,Round Meadow Creek
16382,8527077,20802,1,
16460,8538985,20802,1,
16836,8547061,20802,1,
30462,9252300,30401,1,
32321,10066549,20802,1,
9194,4531107,20700,1,Cherry Cove Creek
12215,6908009,50500,1,
16273,8526645,20802,4,
18998,8647874,30101,1,
19623,8672829,30101,2,
20229,8678635,30101,10,
17797,8611225,20802,1,
19364,8657402,30101,1,
59249,22339451,20700,2,
14815,8476606,20801,1,
20329,8679303,30101,1,
45862,14363938,20700,2,Miller Run
10476,5895656,20700,1,
11420,6888042,50500,2,
16235,8526477,20802,1,
19594,8672651,30101,1,
35699,10480003,30102,1,
20992,8718689,30102,1,
9175,4529625,20700,2,
46151,14639267,60102,1,
17612,8607969,20802,1,
18196,8626421,30101,1,Teels Creek
18953,8647414,30101,1,
16246,8526529,20802,2,
18254,8626851,30101,6,
20489,8693435,30101,2,
30083,9248944,30401,1,
20008,8675371,30101,3,Mountain Branch
29746,9245142,30401,1,
30529,9253214,30401,1,
11064,6885406,50500,1,
30461,9252298,30401,2,
8947,4508460,20700,1,Captain Hickory Run
17745,8610665,20802,1,
19239,8652324,30101,1,
16254,8526559,20802,1,
19164,8650974,30101,1,
21048,8719523,30102,4,
9022,4509022,20700,2,
12237,6908209,50500,2,
17502,8577567,20802,1,
18244,8626801,30101,2,Cedar Branch
18835,8631551,30101,3,
19947,8675123,30101,1,
14895,8478052,20801,4,
17233,8566929,20802,1,Culpeper Branch
20197,8678479,30101,2,
12078,6906435,50500,1,
18132,8625903,30101,1,
46150,14639263,60102,5,
14759,8476134,20801,1,
20310,8679141,30101,1,
20443,8692903,30101,1,
10527,5896142,20700,3,
12140,6907601,50500,1,Adair Run
18828,8631519,30101,1,Millie Branch
30345,9251206,30401,2,Long Ridge Branch
56014,19761620,60101,1,
21783,8744633,30102,2,
32324,10066583,20802,1,
18412,8628151,30101,2,
35789,10482885,30102,1,
15829,8522643,20802,1,
21435,8726015,30102,2,
35317,10470177,30102,1,Haynes Creek
12130,6907529,50500,5,
16024,8524387,20802,1,
19251,8652470,30101,2,
19991,8675291,30101,2,
20792,8701117,30101,1,
55515,19751267,60101,1,
15017,8490032,20801,5,
15146,8501634,20801,1,
11125,6885860,50500,1,
29906,9246744,30401,1,
59293,22339777,20700,1,
17735,8610599,20802,2,
19767,8674241,30101,1,
20942,8712507,30101,1,
35361,10475953,30102,5,
35419,10477573,30102,1,
14801,8476400,20801,1,
18464,8628353,30101,2,
17884,8623297,30101,2,Little Stony Creek
35526,10478801,30102,1,
18239,8626745,30101,2,
45991,14637759,60102,1,
18977,8647620,30101,1,
19835,8674571,30101,1,Big Ivy Creek
21897,8745909,30102,1,
15267,8504756,20801,3,
17134,8551893,20802,1,
14595,8467339,20801,1,
17383,8573347,20802,1,
20480,8693245,30101,1,
20493,8693481,30101,1,
59228,22339283,20700,2,Swift Run
16276,8526653,20802,5,Alec Branch
42744,12049860,30101,2,
8975,4508688,20700,1,
35500,10478657,30102,4,
45996,14637797,60102,1,
17973,8624143,30101,1,
45990,14637755,60102,8,
30032,9248272,30401,1,
32196,10062203,20802,5,
20579,8695611,30101,2,
32309,10066355,20802,2,Tonyham Swamp
18540,8628639,30101,1,
18874,8631763,30101,1,
30386,9251468,30401,2,
14747,8476054,20801,1,White Oak Run
15852,8522819,20802,2,
19153,8650856,30101,2,
20871,8711343,30101,1,
59196,22339017,20700,1,
16275,8526649,20802,3,
20452,8692971,30101,2,
13779,8403503,20801,1,
19396,8657710,30101,1,
29772,9245356,30401,1,
29831,9246010,30401,1,
11542,6889098,50500,1,
15053,8491186,20801,2,
17890,8623367,30101,1,
35291,10462533,30102,3,
15122,8493836,20801,1,
15302,8505306,20801,2,
16707,8545187,20802,2,
16819,8546793,20802,2,
29628,9244002,30401,1,
16600,8539885,20802,1,
16838,8547071,20802,1,
9061,4509328,20700,2,
15282,8505028,20801,1,
17496,8577527,20802,3,
20515,8694891,30101,1,
29838,9246056,30401,1,
35288,10462499,30102,1,
8956,4508520,20700,1,
21062,8719747,30102,9,
21354,8725371,30102,2,
16224,8526409,20802,2,
19780,8674299,30101,1,
14906,8478742,20801,1,
55975,19761402,60101,1,
11676,6889932,50500,1,Old Field Branch
18029,8624801,30101,1,
19374,8657490,30101,2,
15897,8523067,20802,3,
16497,8539319,20802,3,
29981,9247702,30401,3,Town Branch
30459,9252286,30401,1,
15319,8505504,20801,2,
15730,8522077,20802,1,
16807,8546679,20802,1,
21350,8725325,30102,3,
39869,11584584,30102,3,
17312,8572597,20802,2,
30491,9252616,30401,1,
35117,10461339,30102,1,
46102,14638995,60102,5,Crooked Branch
55499,19751205,60101,1,Cedar Creek
11508,6888786,50500,1,
11905,6891762,50500,1,
108,435984,50702,1,Cub Creek
1986,1086861,50702,1,Lick Log Fork
2104,1087987,50702,2,Honeycamp Branch
15426,8506488,20801,1,
16140,8525289,20802,1,
16879,8547569,20802,3,
16961,8548739,20802,1,
20625,8696059,30101,2,
10438,5895246,20700,1,Tub Run
16216,8526233,20802,6,
18605,8628939,30101,5,
59245,22339435,20700,1,Stillwell Run
21281,8724577,30102,2,
39942,11585488,30102,1,
12416,6909975,50500,1,
17957,8624021,30101,1,
14444,8465089,20801,1,
14470,8465335,20801,5,
18787,8631339,30101,2,
32075,9896744,20801,1,
35109,10461299,30102,2,
11386,6887798,50500,1,
17132,8551849,20802,1,
17659,8609981,20802,1,
12390,6909801,50500,4,
16152,8525359,20802,1,Mud Lick Branch
19524,8672159,30101,1,
14025,8433004,20700,1,Deep Run
13908,8421986,20700,12,
10875,6883732,50500,2,
21255,8724317,30102,5,
15007,8489954,20801,1,
18002,8624469,30101,6,
60025,932080035,20801,1,
16078,8524813,20802,1,
20077,8677313,30101,4,
20231,8678651,30101,2,
15805,8522525,20802,3,Hook Branch
16252,8526549,20802,1,
21283,8724611,30102,3,
17955,8624007,30101,1,
55476,19751093,60101,6,
10905,6884042,50500,4,
18125,8625833,30101,1,
21191,8723851,30102,1,
14744,8476028,20801,1,
16599,8539875,20802,1,
21769,8744431,30102,2,
29923,9246934,30401,1,
21551,8741023,30102,5,
21118,8720339,30102,1,
10872,6883720,50500,1,
16346,8526939,20802,3,
35576,10479117,30102,2,
35757,10482435,30102,2,
19766,8674239,30101,1,
29911,9246766,30401,1,
11455,6888388,50500,3,
59139,22338699,20700,1,
11478,6888520,50500,1,Coon Branch
14998,8489840,20801,1,
15468,8507190,20801,1,Matton Creek
17914,8623651,30101,1,
46209,14639583,60102,1,
18960,8647488,30101,1,
21330,8725123,30102,2,
9136,4528917,20700,1,
18437,8628265,30101,1,
18462,8628349,30101,3,Mill Creek
19899,8674937,30101,1,
14695,8474812,20801,1,
16483,8539141,20802,1,
20405,8679853,30101,1,
15461,8507096,20801,2,
17877,8623193,30101,1,
18883,8631835,30101,2,
20382,8679671,30101,1,Coolico Creek
15259,8503896,20801,1,
16355,8526967,20802,1,
16116,8525069,20802,1,
19388,8657642,30101,1,Little Island Creek
19489,8671927,30101,1,North Fork Jones Creek
20497,8693573,30101,1,
17585,8607457,20802,2,
20399,8679817,30101,1,
32314,10066477,20802,1,
56098,19762242,60101,2,
20619,8696025,30101,1,
29805,9245764,30401,1,
32053,9888752,20801,1,
16723,8545563,20802,1,
18896,8631921,30101,3,
19689,8673341,30101,1,
30109,9249106,30401,1,
16390,8527107,20802,1,
18729,8630983,30101,1,
20468,8693145,30101,1,
21835,8745581,30102,1,Banks Creek
56183,19762626,60101,2,
59291,22339745,20700,1,
14437,8464981,20801,4,
42793,12056432,20403,1,
12449,6910193,50500,1,
20482,8693299,30101,1,
45954,14637517,60102,1,
55665,19752177,60101,1,
14951,8489212,20801,1,
17991,8624311,30101,2,
39855,11584400,30102,1,
42688,12048912,30101,2,
16149,8525347,20802,1,
16375,8527039,20802,6,
16022,8524375,20802,1,
39805,11583000,30102,3,
20242,8678719,30101,1,
46277,14639893,60102,2,
18061,8625145,30101,1,
19106,8649412,30101,2,
21726,8743931,30102,1,
59162,22338851,20700,1,
16218,8526245,20802,3,
18060,8625129,30101,1,
18264,8626891,30101,4,
19646,8673023,30101,3,
20090,8677351,30101,1,
18262,8626883,30101,1,
29629,9244006,30401,1,
29723,9244976,30401,1,
35858,10484633,30102,2,
20233,8678661,30101,2,
21035,8719299,30102,6,
29952,9247440,30401,2,
10595,5907413,20700,1,
20196,8678475,30101,1,
55823,19754067,60101,1,
14809,8476580,20801,1,
8900,4507226,20700,1,
10433,5895190,20700,1,
16157,8525395,20802,1,
21030,8719263,30102,1,
46443,14640927,60102,2,
15731,8522079,20802,1,
17913,8623639,30101,1,
46165,14639353,60102,1,
10386,5892884,20700,1,Grasshopper Run
15643,8521343,20802,2,
16965,8548753,20802,1,
18822,8631491,30101,1,
11783,6891092,50500,1,
46502,14641581,60102,2,
56032,19761726,60101,4,
14337,8456486,20801,1,
16604,8539899,20802,1,
19145,8650794,30101,1,
39880,11584770,30102,1,
12357,6909535,50500,2,Mill Branch
35140,10461465,30102,1,
10413,5894400,20700,1,
19901,8674951,30101,1,
20487,8693377,30101,4,
35311,10466591,30102,1,
59101,22336319,20700,1,
20418,8679977,30101,2,
20516,8694923,30101,1,
59272,22339571,20700,1,
19596,8672661,30101,1,
8977,4508712,20700,1,
18399,8628105,30101,1,
21089,8720131,30102,1,
16442,8538747,20802,1,
30297,9250968,30401,1,
13990,8431166,20700,1,
17412,8573877,20802,1,
15673,8521659,20802,1,
17586,8607465,20802,1,
18203,8626479,30101,1,
21465,8726631,30102,1,
29647,9244082,30401,2,
14022,8432714,20700,1,
16402,8527179,20802,3,
19155,8650870,30101,6,
18944,8647294,30101,1,
19013,8648118,30101,1,
19992,8675295,30101,1,Big Creek
35437,10477941,30102,2,
35575,10479113,30102,1,
19621,8672807,30101,1,
20959,8712875,30101,1,
30430,9251696,30401,1,
30095,9249042,30401,1,
30477,9252532,30401,1,
12250,6908307,50500,1,Rush Branch
17682,8610171,20802,2,
10948,6884358,50500,1,Terrys Creek
16322,8526861,20802,4,
17729,8610545,20802,1,
18250,8626833,30101,1,
21351,8725327,30102,2,
29673,9244240,30401,1,
8706,4505524,20700,1,Washington Run
15533,8508688,20801,1,
16715,8545379,20802,1,
59212,22339141,20700,1,
16357,8526977,20802,2,
21160,8723597,30102,2,
55783,19753245,60101,3,Blevins Branch
16219,8526249,20802,3,
19446,8671575,30101,1,
9047,4509144,20700,8,
19857,8674691,30101,1,Haunted Branch
20755,8700927,30101,5,
46409,14640791,60102,2,
17360,8573119,20802,1,
20299,8679085,30101,1,
59254,22339465,20700,1,
14702,8474950,20801,2,Bridge Creek
16955,8548691,20802,1,
20325,8679257,30101,1,
35512,10478743,30102,2,
10404,5893294,20700,1,
16025,8524409,20802,1,
30296,9250964,30401,1,
10911,6884096,50500,1,
12257,6908353,50500,1,
16582,8539773,20802,2,
20454,8692991,30101,1,
21770,8744437,30102,1,
2135,1088179,50702,2,Nut Branch
10355,5891414,20700,1,Green Spring Run
11723,6890156,50500,3,Swift Branch
13952,8423324,20700,1,
19269,8652778,30101,1,
29916,9246848,30401,2,Hughes Branch
9209,4531617,20700,1,
11504,6888756,50500,3,
35531,10478821,30102,6,
35595,10479291,30102,1,
8779,4506260,20700,2,
20089,8677343,30101,3,
21498,8738155,30102,1,
21850,8745659,30102,4,
46004,14637827,60102,1,
45847,14363290,20700,1,Mill Run
10508,5895984,20700,1,
10937,6884292,50500,1,
17789,8611143,20802,3,
2096,1087907,50702,1,Basin Branch
8837,4506722,20700,1,
11673,6889924,50500,2,
29768,9245338,30401,1,
55934,19761208,60101,2,
9235,4533961,20700,1,
29724,9244992,30401,1,
35657,10479775,30102,7,
15812,8522545,20802,3,
29739,9245086,30401,3,
45823,14362744,20700,1,
9000,4508882,20700,1,
9270,4535561,20700,1,
55698,19752401,60101,2,
59688,22540598,60102,1,
14546,8466857,20801,1,
18551,8628679,30101,1,
39943,11585496,30102,1,
55826,19754079,60101,1,
160,437226,50702,1,Lick Branch
12444,6910155,50500,1,
17539,8606811,20802,3,
19202,8651448,30101,1,Millpond Branch
8735,4505892,20700,1,
14335,8450898,20700,1,
11242,6886590,50500,2,
17355,8573107,20802,1,
17385,8573409,20802,1,
18662,8629177,30101,1,
20276,8678953,30101,2,
32189,10062071,20802,1,
11705,6890072,50500,3,Little River
18243,8626775,30101,1,
18684,8629263,30101,2,
59729,22541190,60102,1,
19675,8673209,30101,1,
42659,12048646,30101,5,
18218,8626577,30101,1,
29848,9246160,30401,1,
30027,9248156,30401,1,
30278,9250898,30401,1,
9002,4508892,20700,3,
18213,8626551,30101,1,
46500,14641567,60102,5,
14547,8466859,20801,1,
18681,8629253,30101,4,
20778,8701035,30101,3,
55617,19751825,60101,1,Lick Branch
12220,6908053,50500,1,
12374,6909699,50500,2,
14375,8457876,20801,1,
8765,4506094,20700,1,
19963,8675181,30101,2,
9198,4531349,20700,1,Canal Swamp
13855,8413143,20403,1,
16023,8524377,20802,1,
17300,8572425,20802,1,
15840,8522711,20802,2,
59257,22339477,20700,1,
59415,22340953,20700,3,
2116,1088093,50702,1,Rock Branch
15788,8522463,20802,3,Saville Branch
12379,6909727,50500,1,
15143,8501586,20801,2,
13858,8413359,20403,2,
16441,8538741,20802,2,
17048,8549563,20802,2,
8721,4505650,20700,3,
19402,8657746,30101,1,
15478,8507282,20801,1,
15685,8521753,20802,6,
21936,8746129,30102,2,
10497,5895870,20700,4,
18716,8630905,30101,3,
29895,9246632,30401,1,
55521,19751297,60101,2,Muddy Branch
55722,19752717,60101,2,
12391,6909811,50500,3,
10450,5895454,20700,1,Three Run
11583,6889382,50500,2,
16478,8539111,20802,4,
16780,8546325,20802,1,
46490,14641519,60102,1,
10437,5895230,20700,2,
14534,8466789,20801,4,
8793,4506424,20700,1,Watts Branch
11620,6889626,50500,1,
14415,8464787,20801,1,
18774,8631275,30101,1,
18876,8631775,30101,8,
59340,22340223,20700,3,
19098,8649354,30101,1,
11170,6886130,50500,2,
16852,8547233,20802,1,
21638,8742229,30102,1,
32147,10055696,20802,1,
10974,6884540,50500,1,Racepath Branch
11534,6889020,50500,1,
16291,8526709,20802,9,
32343,10067137,20802,1,
9019,4509010,20700,1,
11454,6888386,50500,1,
55544,19751421,60101,1,Grosses Creek
56102,19762276,60101,1,
17293,8568291,20802,1,
16735,8545781,20802,7,
42801,12058920,20403,2,
55699,19752409,60101,1,
13814,8410175,20403,1,Buntings Branch
18669,8629201,30101,3,
20210,8678553,30101,1,
30005,9247900,30401,1,
32266,10065339,20802,2,Shipyard Creek
16522,8539459,20802,1,
16842,8547141,20802,2,
16765,8546175,20802,9,
19135,8649892,30101,1,
19693,8673359,30101,3,
35413,10477407,30102,1,
45883,14364958,20700,1,
16696,8545071,20802,1,
18403,8628125,30101,1,
21340,8725213,30102,1,
21545,8740995,30102,1,
35412,10477401,30102,1,
14732,8475962,20801,1,
15799,8522499,20802,1,
46499,14641563,60102,1,
46535,14641771,60102,3,
11160,6886054,50500,3,
20743,8700889,30101,1,
8858,4506884,20700,1,
16455,8538913,20802,1,
46060,14638385,60102,1,
12411,6909945,50500,1,
19237,8652312,30101,3,Wall Branch
21834,8745575,30102,1,
29752,9245196,30401,1,
56154,19762486,60101,3,Lark Branch
17387,8573421,20802,2,
20115,8677451,30101,2,
30043,9248368,30401,1,
23,434286,50702,3,Peter Cave Branch
10879,6883748,50500,1,
15272,8504844,20801,1,
15289,8505188,20801,1,
17350,8573057,20802,1,
17984,8624243,30101,2,
30087,9248966,30401,1,
39861,11584474,30102,2,
9055,4509210,20700,1,Sharpers Run
17615,8608133,20802,3,
20322,8679227,30101,4,
16823,8546839,20802,8,
35491,10478605,30102,2,
46084,14638905,60102,1,
18615,8628985,30101,1,
16745,8545887,20802,1,
56228,19762828,60101,2,
11418,6888036,50500,1,
29917,9246854,30401,1,
14334,8450894,20700,2,
19095,8649314,30101,3,
59579,22540020,60102,1,
17904,8623523,30101,1,
20105,8677397,30101,1,
30299,9250974,30401,1,
35719,10480441,30102,1,Doughs Creek
35431,10477879,30102,1,
35735,10482041,30102,1,
45890,14365078,20700,1,Three Forks Run
8939,4508382,20700,1,
20585,8695679,30101,1,
59285,22339683,20700,1,
16984,8548883,20802,5,
29788,9245614,30401,1,
45859,14363876,20700,1,Christley Run
55861,19754267,60101,1,
16217,8526243,20802,5,
19599,8672669,30101,1,
32327,10066615,20802,1,
18176,8626255,30101,1,
17738,8610623,20802,1,
56132,19762408,60101,2,
15033,8490826,20801,1,Dickeys Swamp
21201,8723943,30102,2,
21331,8725137,30102,5,
13930,8422780,20700,1,
17970,8624119,30101,1,
18053,8625075,30101,5,
18766,8631247,30101,4,Falling Run
15637,8521317,20802,1,
14069,8440305,20700,1,
21590,8741681,30102,2,Buckhorn Swamp
11658,6889842,50500,2,
55660,19752129,60101,1,McQueen Branch
59141,22338711,20700,2,
15725,8522043,20802,2,
